Paragraph:,Quote:,Scare_Quote:
"Voordeel van het Moderna-vaccin is dat het op een minder lage temperatuur bewaard kan worden. Het bedrijf zegt dat het 30 dagen lang in de koelkast bewaard kan worden, terwijl het Pfizer-vaccin maar vijf dagen in de koelkast houdbaar is. Het Moderna-vaccin zal daarom naar verwachting vooral worden gebruikt in afgelegen gebieden, omdat er geen 'supervriezers' voor nodig zijn.",'supervriezers',0.0
"Het gemuteerde coronavirus in het Verenigd Koninkrijk is ontdekt omdat daar veel extra onderzoek wordt gedaan naar besmettingen met het virus. De Europese evenknie van het RIVM heeft andere landen opgeroepen om ook meer aan dit 'sequencen' te doen, om de nieuwe mutatie beter in beeld te brengen. In Nederland gebeurt dit alleen steekproefsgewijs, maar dit wordt de komende tijd wel uitgebreid, laat het RIVM desgevraagd weten.",'sequencen',0.0
"Van 't Hek gaf eerder aan niets te voelen voor een tv-registratie met minder dan dertig mensen als publiek, omdat de oudejaarsconference dan niet tot z'n recht zou komen.",',2.0
"Ondernemers die koffie of een broodje to go verkopen, mogen wel open blijven. ""Maar de 'glühwein-route' is op het randje"", zei Bruls. Her en der trekken verkooppunten van de warme alcoholische drank veel bezoekers. Als gemeente moet je je volgens hem afvragen of het passend is om zoiets toe te staan als het te druk wordt.",'glühwein-route',0.0
"Met meer dan 30 jaar ervaring in Libanese ziekenhuizen heeft dokter Fattouh zo'n exodus van jarenlange expertise nog nooit meegemaakt. Hij noemt het verdrietig dat het land dat kortgeleden nog 'het ziekenhuis van het Midden-Oosten' werd genoemd, straks niet genoeg medici zal hebben om de eigen bevolking te helpen. ""Uit de hele regio kwamen mensen hiernaartoe voor belangrijke operaties. Libanese artsen worden geroemd om hun talent. Nu raken we dat talent kwijt.""",'het ziekenhuis van het Midden-Oosten',0.0
"De Amhara-bevolkingsgroep had een deel van het gebied in 1991 verloren aan Tigray, zegt Vercruysse. ""Het was in feite gekoloniseerd. En nu hebben de Amhara het hele gebied weer onder controle. Er stond een nieuw bord met de tekst 'Welkom in het Amhara-land'.""",'Welkom in het Amhara-land',0.0
"In het rapport dat is opgesteld door het Instituut voor Veiligheids- en Crisismanagement (COT) staat dat het de zorginstellingen en gemeente ondanks de hoge urgentie niet lukte 'om organisatie-overstijgend en multidisciplinair tot een integrale aanpak te komen'. Eerder bleek dat de politie die avond pas na een half uur kwam opdagen, nadat er al meerdere telefoontjes waren binnengekomen.",'om organisatie-overstijgend en multidisciplinair tot een integrale aanpak te komen',0.0
"Ook ziekenhuizen in Noord-Nederland krijgen nu veel meer 'eigen' coronapatiënten. ""Het gaat daardoor schoksgewijzer. In het voorjaar bepaalden we zelf hoeveel we overnamen uit andere regio's. Dat was een knop waaraan we konden draaien"", zegt Peter van der Voort, hoofd IC-zorg van het UMCG tegen RTV Noord. ""Nu staan patiënten als het ware ineens op de stoep.""",'eigen',1.0
Schooldirecteur Bart Vervoort was opgelucht en blij toen hij vorige week hoorde dat zijn 'winteracademie' door mocht gaan van de gemeente. Het idee: op de maandagen en dinsdagen van de kerstvakantie leerlingen uit groep 8 naar school laten komen voor extra lessen. Door de coronacrisis loopt het storm bij de aanmelding; een groot deel van de achtstegroepers komt midden in hun kerstvakantie naar school.,'winteracademie',0.0
"Voor zover bekend is de winteracademie redelijk uniek: de meeste basisscholen kiezen ervoor om de hele kerstvakantie 'gewoon' te sluiten. De kinderen en ouders van de Polsstok kunnen zelf kiezen of ze naar de extra lessen willen komen. ""We selecteren niet op een manier van: jij en jij moeten komen. maar, we sporen hier en daar wel een beetje aan als we denken dat het goed is voor het kind"", zegt Vervoort.",'gewoon',1.0
"Een derde van het Nederlandse pluimvee gaat volgens Nepluvi naar het Verenigd Koninkrijk. Dat komt jaarlijks neer op een bedrag van een kleine miljard euro. ""De kippen worden 's ochtends geslacht, 's middags verwerkt en geladen in de vrachtwagens, de volgende ochtend verscheept naar Engeland en in de middag liggen ze daar vers in de winkel,"" zegt Oplaat.","'s ochtends geslacht, '",2.0
"Navalny belde een aantal FSB'ers op die bij zijn vergiftiging betrokken waren, maar zonder succes: bij het horen van zijn naam hingen ze op. Koedrjavtsev werd door Navalny gebeld onder een alias en met het (nagemaakte) telefoonnummer van de FSB. Dat werkte wél: als 'medewerker van de Veiligheidsraad' ondervroeg Navalny Koedrjavtsev bijna 50 minuten over de mislukte moordaanslag om te achterhalen waarom de agenten gefaald hadden. Journalisten van Bellingcat luisterden mee en maakten film- en geluidsopnames.",'medewerker van de Veiligheidsraad',1.0
"Dat is minder dan de helft van het aantal mensen dat op het hoogtepunt van de 'eerste golf' met covid-19 op de intensivecareafdelingen lagen. Belangrijk verschil is echter dat de Nederlandse ziekenhuizen nu het normale operatieprogramma zoveel mogelijk overeind proberen te houden, waardoor de druk alsnog hoog is.",'eerste golf',0.0
"Niet zozeer de kerstsfeer maar vooral het samen zingen, maakt dat zangliefhebber Aletta Kets (60) vanuit haar woonkamer in Landsmeer meedoet aan de 'zing en beleef Kerst' online cursus van het Concertgebouw. Voor aanvang van een interactieve cursusavond krijgen de deelnemers de bladmuziek, zoals Bachs Weihnachtsoratorium, om op de avond zelf met dirigent/pianist mee te zingen.",'zing en beleef Kerst',0.0
"Het is niet alleen maar fantastisch. Zo hapert de techniek weleens en is de geluidskwaliteit minder. Ook is het 'best gek' om in je eigen woonkamer zingend te kijken naar een scherm, zegt Kets. ""Je ziet de dirigent en soms andere deelnemers. Dat zijn er meer dan 150, dus het is maar een deel. Mijn woonkamer extra versieren doe ik niet. Maar toen ik bijvoorbeeld laatst een koekje at tijdens de cursus, deed ik toch even mijn camera uit. Dat doe je tijdens een normale repetitie natuurlijk niet.""",'best gek',0.0
"De sfeer is ondanks de beperkingen best 'kerstig', zegt Kets. ""Na afloop zeggen veel mensen even iets in de chat. ""Bedankt!"" Of: ""Lekker gezongen!"" Mensen zijn enorm positief, iedereen is blij dat ze iets anders kunnen doen. Terwijl: het is dus best beperkt. De dirigent ziet ons wel, maar hoort ons niet zingen. En toch heb je het gevoel dat er een connectie is.""",'kerstig',0.0
"Annelies Kastein, oprichter van stichting EetMee, lanceert voor de feestdagen speciale kerstdiners voor onbekenden die aan elkaar worden gematcht. Mensen die elkaar nog nooit hebben ontmoet, schuiven op die manier 'bij elkaar' aan tafel. Mensen die meedoen zijn niet per se eenzaam, zegt Karsten. ""Die term gebruiken wij sowieso niet. Mensen die meedoen zijn vaak heel divers: van expats tot introverten.""",'bij elkaar',0.0
"Volgens Helsloot moet je dan denken aan meterkastfolders en informatieborden over 'wat te doen bij brand'. ""En doe dat vooral nu ook met begeleidende voorlichting voor bewoners die de Nederlandse taal niet machtig zijn. Dan zal een nieuwe generatie bewoners beter begrijpen dat ze veilig zijn bij een brand in deze flat.""",'wat te doen bij brand',0.0
"In de EMA-commissie die het vaccin moest beoordelen zijn alle EU-lidstaten vertegenwoordigd. Namens Nederland was het College ter Beoordeling van Geneesmiddelen (CBG) betrokken. Ook de beoordelaars van die organisatie geven vanmiddag een persconferentie, om 15.30 uur. Het CBG komt dan met een eigen analyse en uitleg van het EMA-rapport. Ook publiceert het college vanmiddag een Nederlandstalig overzicht van de effectiviteit en bijwerkingen van het Pfizer-vaccin: 'het vaccin in het kort'.",'het vaccin in het kort',0.0
"In Groot-Brittannië leidde een heftige allergische reactie bij twee ingeënte Britten bijvoorbeeld tot een 'allergiewaarschuwing' aan mensen die in het verleden zo'n reactie hebben gehad op medicijnen, voedsel of vaccinaties. Het CBG gaat vandaag in op zo'n eventueel allergieadvies, maar wijst er nu al op dat algemeen bekend is dat er allergische reacties kunnen ontstaan na een vaccinatie.",'allergiewaarschuwing',0.0
"Afgestudeerden van opleidingen die al voor de coronacrisis weinig baankansen boden, lijken volgens de onderzoekers nog harder te zijn getroffen door de coronacrisis dan andere afgestudeerden. Het zijn deels banen die al 'last' hadden van de digitalisering; dat proces is alleen maar versneld doordat bijna iedereen ging thuiswerken door corona. Daarnaast krijgen deze afgestudeerden op de weinige vacatures die er zijn nu ook concurrentie van hogeropgeleiden.",'last',1.0
"De partij wil dat de salarissen van zorgpersoneel, politieagenten en leraren omhoog gaan. Ook moet er een fonds met 100 miljoen euro komen om sociale initiatieven en vrijwilligersprojecten te ondersteunen. Regelingen voor mantelzorgers moeten worden verruimd. Voor mensen in de bijstand komen er wat de ChristenUnie betreft 50.000 'basisbanen'.",'basisbanen',0.0
Er moet wat de partij betreft meer rekening worden gehouden met medisch-ethische idealen als 'waardig ouder worden'. Bij de formatie van het huidige kabinet botste de ChristenUnie daarover met D66. Die partij vindt dat ouderen die klaar zijn met hun leven hulp moeten kunnen krijgen bij zelfdoding.,'waardig ouder worden',0.0
"Op allerlei plekken in de Emiraten hoor je Hebreeuws op straat en zie je religieuze Joden rondlopen. Dat komt ook door de Israëlische coronaregels. De Emiraten waren tot voor kort een van de weinige 'groene' bestemmingen, van waaruit geen quarantaine verplicht is. Mede daarom reisden naar schatting al meer dan 50 duizend Israëliërs naar Dubai.",'groene',0.0
"""Je kan denken 'we kennen ze goed, dus het zal wel goed zitten', maar daar gaat het mis"", zegt meneer Reitsma. ""In die valkuil gaan wij niet stappen, dat willen onze kinderen ook niet.""","'we kennen ze goed, dus het zal wel goed zitten'",0.0
"Ze verwacht dat het een emotioneel gebeuren gaat worden. ""Het verlangen om elkaar te zien zit zo diep. Normaal is het makkelijk dat gevoel weg te stoppen, want je ziet elkaar niet en dan voel je het ook minder. Maar goed: mijn oma zei altijd 'niet klagen, maar dragen', dat zit er wel in bij onze familie.""","'niet klagen, maar dragen'",0.0
De man werd urenlang rondgereden en moest zijn pinpas en pincode afgeven. Daarmee werd voor duizenden euro's geld overgemaakt naar de bankrekeningen van twee andere daders uit Enschede. Rond half vier 's nachts werd de man weer afgezet.,',2.0
"Nederlandse vervoerders zien dat de paniek toeneemt onder exporteurs, nu de tunnel tussen Calais en Dover nog altijd dicht zit en ook op de ferry's maar beperkt vrachtverkeer mogelijk is. De vraag naar extra vervoer is geëxplodeerd, vertellen verschillende vervoerders aan de NOS, en ze moeten continu 'nee' verkopen.",'nee',0.0
"Ongeveer de helft van de Nederlandse export naar het Verenigd Koninkrijk gaat via Calais. De andere helft vertrekt vanuit de Nederlandse havens van Rotterdam, IJmuiden en Hoek van Holland. Van wat er vanuit Nederland vertrekt is 90 procent onbemand, in de transportwereld 'onbegeleid' genoemd.",'onbegeleid',0.0
"Van de 'intelligente' lockdown in maart, naar de gedeeltelijke lockdown daarna, naar de harde lockdown die vorige week maandag door premier Rutte werd aangekondigd. Als je sec naar de maatregelen kijkt, is het huidige pakket het heftigst.",'intelligente',1.0
"De oproep is een reactie op de uitwerking van de vaccinatiestrategie die minister Van Ark naar de Tweede Kamer heeft gestuurd. Daarin staat dat in januari als eerste bewoners en medewerkers van verpleeghuizen, de gehandicaptenzorg en medewerkers in de thuiszorg worden gevaccineerd, de zogeheten 'groep 1'.",'groep 1',0.0
"Orm K. is de zoon van de politieman die in 1977 in Utrecht werd doodgeschoten door de Duitse RAF-terrorist Knut Folkerts. Naar eigen zeggen heeft K. zich zijn hele leven lang gespiegeld aan zijn vader, die door de media als 'politieheld' werd bestempeld, meldt RTV Utrecht.",'politieheld',0.0
"Voor horeca-ondernemer en chef, Luuk Tjen, is het de komende dagen nog flink doorwerken. Hij runt in Amsterdam 'De keuken van Tjen'; een eenmanszaak. Hij brengt culinaire maaltijden rond. Afgelopen week nam hij ruim vijftig bestellingen op van mensen die dit jaar met Kerst een Aziatische rijsttafel willen.",',2.0
"""De meeste ondernemers doen deze kerstactie ook omdat ze het leuk vinden om bezig te zijn en voor het onderhouden van de band met hun publiek. Om te laten zien 'we zijn er nog'. Maar de meeste draaien nog niet eens break-even"", aldus de woordvoerder.",'we zijn er nog',0.0
"De kinder-IC's hebben vooralsnog mogelijkheden om bij te springen voor de zorg voor volwassenen, doordat de jaarlijkse uitbraak van het RS-virus is uitgebleven. Daardoor zijn er bedden 'over', die voor de zorg van volwassen coronapatiënten kan worden gebruikt.",'over',1.0
"Van den Berg ziet de invloed van streamingdiensten wel toenemen. ""De Netflix-film Mank kwam na een paar weken bioscoop al op Netflix, dat was vroeger ongehoord."" Hij ziet nieuwe 'zuilen' ontstaan, waarbij filmstudio's de hele keten in handen willen hebben, net als in hun begintijd. ""Tot de jaren '40 waren de bioscopen vaak eigendom van de studio's. Dat zie je nu gebeuren met streamingdiensten.""",'zuilen',0.0
"Van den Berg ziet de invloed van streamingdiensten wel toenemen. ""De Netflix-film Mank kwam na een paar weken bioscoop al op Netflix, dat was vroeger ongehoord."" Hij ziet nieuwe 'zuilen' ontstaan, waarbij filmstudio's de hele keten in handen willen hebben, net als in hun begintijd. ""Tot de jaren '40 waren de bioscopen vaak eigendom van de studio's. Dat zie je nu gebeuren met streamingdiensten.""",',2.0
"Een initiatief tijdens de eerste coronagolf om meer mensen voor de zorg te werven, heeft maar beperkt succes gehad. Bij 'Extra handen voor de Zorg' kwamen 22.800 meldingen binnen van mensen die aangaven wel in de zorg te willen werken, 10 procent van hen kreeg een werkplek.",'Extra handen voor de Zorg',0.0
"Een van die lessen is, dat veel mensen zich aanmelden in de sfeer van 'extra handen', in plaats van echt als zorgprofessional. ""De opbrengst kan optimaler. Bovendien is een vooral een digitaal proces geweest: er heeft weinig persoonlijk contact geweest met mensen die zich aanmelden"", aldus Terpstra.",'extra handen',0.0
"Een aantal gemeentes heeft ook een digitale activiteit gepland voor Oud en Nieuw. Zo organiseert de gemeente Rotterdam een 'lichtspektakel', dat te zien is op televisie. Ook worden er online feesten gegeven met dj's voor jongeren. De gemeente Zoetermeer organiseert ook een show met zes uur lang digitale optredens.",'lichtspektakel',0.0
"Iemand die dat heeft is hiphopartiest Bizzey. ""Ik kan wel rustig stellen dat ik met de tachtig miljoen streams die ik met mijn nummer 'Traag' heb gepakt wel echt serieus geld heb verdiend."" Maar optreden is voor hem financieel veel aantrekkelijker. ""Omdat je met shows zóveel kan verdienen"", zegt Bizzey.",'Traag',0.0
"Zowel de 'Britse' als de 'Zuid-Afrikaanse' mutatie lijken besmettelijker dan het coronavirus dat al langer rondwaart, zegt directeur Susan Hopkins van overheidsorgaan Public Health England. ""Voor de Britse variant hebben we daar meer bewijs voor, omdat we die uitgebreid hebben bestudeerd. We leren nog over Zuid-Afrikaanse variant.""",'Britse',0.0
"Zowel de 'Britse' als de 'Zuid-Afrikaanse' mutatie lijken besmettelijker dan het coronavirus dat al langer rondwaart, zegt directeur Susan Hopkins van overheidsorgaan Public Health England. ""Voor de Britse variant hebben we daar meer bewijs voor, omdat we die uitgebreid hebben bestudeerd. We leren nog over Zuid-Afrikaanse variant.""",'Zuid-Afrikaanse',0.0
"Het Parool meldt op basis van ""goede bronnen"" dat het slachtoffer lid is van drillrapformatie Z42 uit de K-buurt in de nabij gelegen Bijlmer. De dader zou gelieerd zijn aan het rivaliserende FOG uit Venserpolder, een wijk die de rappers Zone 2 noemen. Op sociale media zouden beelden zijn geplaatst van een nieuwsbericht over de steekpartij met daarbij de tekst 'fogwinning'.",'fogwinning',0.0
"Hij beweert dat hij de 24-jarige man op de dag van de aanslag een lift gaf. Ze zouden gestopt zijn bij een huis omdat de lifter daar een telefoon wilde afgeven. ""Toen hij weer instapte, riep hij: 'Rijden, rijden!' Ik had geen idee wat er aan de hand was. Pas toen ik de explosie hoorde, schreeuwde ik naar hem: 'Wat heb je gedaan?'"", schrijft Omroep Flevoland.","'Rijden, rijden!'",0.0
"Hij beweert dat hij de 24-jarige man op de dag van de aanslag een lift gaf. Ze zouden gestopt zijn bij een huis omdat de lifter daar een telefoon wilde afgeven. ""Toen hij weer instapte, riep hij: 'Rijden, rijden!' Ik had geen idee wat er aan de hand was. Pas toen ik de explosie hoorde, schreeuwde ik naar hem: 'Wat heb je gedaan?'"", schrijft Omroep Flevoland.",',2.0
"Deze persoon werd in Uithuizermeeden begraven als Nomen Nescio, Latijn voor 'naam onbekend'.",'naam onbekend',0.0
"De korpsleiding noemt dat 'scheefgroei'. Er is veel te weinig beweging onder het personeel. ""Het werk zit niet, waar de mensen zitten,"" wordt regelmatig geconcludeerd in notulen van managementgesprekken. Onder meer reistijd speelt daarbij een rol. Een agent in bijvoorbeeld Emmen zit er niet op te wachten dagelijks naar Drachten te moeten, of nog verder weg.",'scheefgroei',0.0
Schulz hoopt Nederland een 'fantastisch' Oud en Nieuw te bezorgen:,'fantastisch',1.0
"Weinig mensen die op 23 juni 2016 in het brexit-referendum Leave stemden, zullen hebben gedacht dat het proces zo lang zou duren. Handelsminister Liam Fox noemde het sluiten van een handelsakkoord in 2017 nog 'een van de gemakkelijkste deals uit de geschiedenis'. Het werd een slepend proces waarbij de verwachtingen en benaderingen van beide partijen mijlenver uit elkaar lagen. Uiteindelijk lukte het pas vanmiddag om het eens te worden.",'een van de gemakkelijkste deals uit de geschiedenis',0.0
"De onderhandelingen over het handelsakkoord verliepen moeizaam, met name vanwege drie grote struikelblokken. Zo is er lang gesproken over het zogenoemde 'gelijke speelveld' en onder welke voorwaarden Britse bedrijven vrij met de EU kunnen blijven handelen. De EU wil oneerlijke concurrentie voorkomen.",'gelijke speelveld',0.0
"De winst die wel degelijk geboekt is in de behandeling zie je vooral terug op de 'gewone' verpleegafdeling van het ziekenhuis. Wie daar terechtkomt, heeft nu een duidelijk betere prognose dan in het voorjaar, met name dankzij de inzet van medicijnen als remdesivir en dexamethason.",'gewone',1.0
Kerstmis is een feest vol met tradities en een daarvan is de kerstspecial van All You Need Is Love op Kerstavond. Verliefde stelletjes of familieleden die door afstand van elkaar zijn gescheiden worden herenigd. De man die dit al 28 jaar in goede banen leidt is presentator 'Dr. Love' Robert ten Brink.,'Dr. Love',0.0
"Niet alleen de programmamakers maar ook alle deelnemers aan het programma moesten getest zijn op corona voor ze konden meedoen. Een lastige opgave als je ook het verrassingselement wil behouden. ""Dat is best wel een dingetje geweest"", zegt Ten Brink, ""maar via allerlei snode plannen hebben wij bijvoorbeeld via bekenden of familie gezorgd dat ze zich lieten testen. Dus wat je dit jaar ziet is dat heel veel blije mensen zeggen: 'nou, wat toevallig, we zijn net getest!'"".",',2.0
"Vrijdag zette burgemeester Halsema een streep door het aftelmoment op het Museumplein. Het was de bedoeling om het jaar daar toch feestelijk af te sluiten met een 'vuurwerkshow' van licht en geluid, zonder echte knallers. Maar uit vrees dat er toch publiek op af zou komen, werd het afgelast.",'vuurwerkshow',0.0
"De Johan Cruijff Arena kan worden afgesloten voor publiek, daarom kan het evenement daar toch doorgaan. Daarnaast is het stadion goed ingericht om een lichtshow te laten plaatsvinden. Uit honderden bewegende led-lampen en lasers op twintig meter hoogte en speakers is het 'Electric Fireworks' dan te zien en te horen. De belofte is dat de Arena met ""met ontelbare lichtcomposities in 'vuur en vlam'"" wordt gezet.",'Electric Fireworks',0.0
"De Johan Cruijff Arena kan worden afgesloten voor publiek, daarom kan het evenement daar toch doorgaan. Daarnaast is het stadion goed ingericht om een lichtshow te laten plaatsvinden. Uit honderden bewegende led-lampen en lasers op twintig meter hoogte en speakers is het 'Electric Fireworks' dan te zien en te horen. De belofte is dat de Arena met ""met ontelbare lichtcomposities in 'vuur en vlam'"" wordt gezet.",',2.0
"Het aftelmoment en de 'vuurwerkshow' zijn tussen 23.50 uur en 00.10 uur live te volgen op NPO1, NPO2 en BVN. De Countdown Show, voorafgaand aan het aftelmoment, begint om 22.45 uur op NPO Nieuws.",'vuurwerkshow',0.0
"Het visrecht in Britse territoriale wateren is de laatste maanden een van de belangrijkste struikelblokken. Vissers uit de EU zouden volgens het nieuwe akkoord in het Britse water veel minder mogen vangen. Ook afspraken over het zogenoemde 'gelijke speelveld', de voorwaarden waaronder Britse bedrijven nog zaken kunnen doen in de EU, kwamen uiterst moeizaam tot stand.",'gelijke speelveld',0.0
"Het Verenigd Koninkrijk heeft de EU formeel op 31 januari 2020 verlaten, maar zit sindsdien in een 'transitieperiode' waardoor onder andere wetgeving en voorschriften over handel en reizen dit jaar intact zijn gebleven. Vanaf 31 december loopt die transitieperiode ten einde en vervallen de bestaande vrijehandelsafspraken.",'transitieperiode',0.0
"De GGD doet nog onderzoek naar hoe de patiënt besmet is geraakt. Een woordvoerder kan niet zeggen of het gaat om een recente besmetting of om een 'oud' geval dat nu pas aan het licht is gekomen, zoals in Amsterdam.",'oud',1.0
"'Wij werken ook voor u. Blijf thuis voor ons. Met elkaar, voor elkaar.' Met deze tekst protesteerde Chris Muurling vanochtend voor de Rehobothkerk in Barneveld tegen de kerstviering die daar met zo'n 200 gelovigen werd gehouden. Hij had bewust gekozen voor een soloprotest, zegt hij tegen de NOS.",',2.0
"In de Rehobothkerk van de Gereformeerde Gemeente was een 'gewone' kerstdienst. ""Terwijl het advies is om zoveel mogelijk thuis te blijven"", zegt Muurling (27). ""Dat deed iets met mij, dat vond ik lastig.""",'gewone',1.0
Het gemiddelde aantal 'sneeuwdekdagen' in een Nederlands winterseizoen neemt snel af. Volgens Weerplaza lag het halverwege vorige eeuw op bijna zestig dagen en is dat aantal inmiddels ongeveer gehalveerd.,'sneeuwdekdagen',0.0
"Waar veel mensen vandaag en morgen met enkele familieleden doorbrengen, zijn mensen met vitale beroepen tijdens deze Kerst 'gewoon' aan het werk. Zoals twee van de zorgmedewerkers die we ook tijdens de eerste golf in het voorjaar spraken. Een derde zou eigenlijk vrij zijn, maar heeft pech, een coronabesmetting gooit roet in het eten.",'gewoon',1.0
"Lans denkt dat of zijn vriendin hem heeft besmet, of dat hij het op werk heeft opgelopen. De meeste dagen begint hij bij 'normale zorgvragers' en gaat hij aan het einde van de route naar mensen met een coronabesmetting. Afgelopen weekend was de verpleegkundige bij een oudere cliënt die, zonder dat Lans het wist, vermoedelijk getest was. Later bleek ze besmet te zijn.",'normale zorgvragers',0.0
"Ook voor toneelverenigingen was het dit jaar passen en meten. Fysiek op de planken staan was niet mogelijk, dus zochten sommige amateurclubs naar alternatieven. Maar echt storm loopt het niet op 'coronaproof-toneelstukken'. ""Het amateurtoneel ligt behoorlijk plat"", ziet Harmen Kramer van Toneeluitgever Vink. ""Sommige verenigingen stoppen er helemaal mee. Het is heel triest.""",'coronaproof-toneelstukken',0.0
"'Ze' zijn Jan van Groenendael, Ton Roozen en Madeleine van Mansfeld. Oorspronkelijk was Sophie Hostenbach de vierde van het span, maar dat is nu Marijke van Mansfeld. Ze hebben nu een boek gepubliceerd waarin ze met foto's, aquarellen, essays en gedichten verslag doen van hun wetenschappelijke fascinatie voor de meren van Connemara die dus al tientallen jaren duurt.",',2.0
"Als maatregelen worden in het verzorgingshuis San Jerónimo groepen bewoners in 'bubbels' uit elkaar gehouden, en wordt bij iedereen dagelijks de temperatuur gemeten. Daar komt om de twee weken een coronatest voor het personeel bij. Deze kerstdagen brengen de ouderen uit voorzorg zonder hun familie door.",'bubbels',0.0
"Archeologen hebben een bijzondere vondst gedaan in het Italiaanse Pompeï. In de oude Romeinse stad hebben zij een eettent uitgegraven. Het gaat volgens Italiaanse media om een 'thermopolium', waar vroeger eten werd verkocht aan voorbijgangers: een voorloper van een modern afhaalrestaurant.",'thermopolium',0.0
"Jaspers' dochter Ilse profiteert op haar eigen manier van de hausse in de paardenmarkt. Ze runt een datingbureau dat zich richt op paardenliefhebbers. Haar eigen netwerk blijkt goud waard als ze vertelt over de personal matching. ""Het aantal klanten is meer dan drie keer zo veel als vorig jaar."" Daarnaast gaat ook de website voor 'paardendates' als een trein.","' dochter Ilse profiteert op haar eigen manier van de hausse in de paardenmarkt. Ze runt een datingbureau dat zich richt op paardenliefhebbers. Haar eigen netwerk blijkt goud waard als ze vertelt over de personal matching. ""Het aantal klanten is meer dan drie keer zo veel als vorig jaar."" Daarnaast gaat ook de website voor '",2.0
"Jaspers' dochter Ilse profiteert op haar eigen manier van de hausse in de paardenmarkt. Ze runt een datingbureau dat zich richt op paardenliefhebbers. Haar eigen netwerk blijkt goud waard als ze vertelt over de personal matching. ""Het aantal klanten is meer dan drie keer zo veel als vorig jaar."" Daarnaast gaat ook de website voor 'paardendates' als een trein.",',2.0
"Steeds vaker lukt het om dit soort onbekende overledenen te identificeren, bleek vandaag. Dankzij nieuwe dna-technieken en vollere databanken is dit jaar een recordaantal oude zaken 'opgelost'.",'opgelost',1.0
"Hoewel de politie het identificeren van onbekende doden er in de praktijk een beetje 'bij' moet doen, vindt Van Leeuwen het wel degelijk bij het politiewerk horen. ""Het is ook een vorm van beschaving, hoe je met je doden omgaat.""",'bij',1.0
"De gevolgen van de vertraging zijn groot, benadrukt Van Oomen. Voor een deel van hun vaste kosten kunnen de schippers een beroep doen op de 'gewone' steunregelingen voor ondernemers. Maar de kosten voor het onderhoud, het verven van schepen en nieuwe zeilen zijn daarmee niet gedekt. Van Oomen: ""Denk ook aan de schuldeisers: de eigenaren van de werven waar de schepen liggen. Zij willen ook worden betaald.""",'gewone',1.0
De Grieken zijn er al eerder van beschuldigd dat ze dergelijke onwettige 'pushbacks' uitvoeren en er zijn ook vaker beelden van gemaakt. De Europese grens- en kustwachtorganisatie Frontex wordt verweten de Grieken daarbij te assisteren.,'pushbacks',0.0
"Niet alle collega's en patiënten weten dat de twee familie van elkaar zijn. Dat leidt tot grappige situaties. ""Ik roep soms op de gang 'mama!' Dan zie je andere verpleegkundigen wel vreemd opkijken.""",'mama!',0.0
"In grote delen van het Verenigd Koninkrijk zijn vandaag strengere coronamaatregelen van kracht geworden. Miljoenen Britten hebben met de nieuwe regels te maken, schrijft de BBC. In Oostenrijk is inmiddels de derde 'harde' lockdown ingegaan.",'harde',1.0
Onder meer in Schotland en Noord-Ierland is 'niveau 4' van de coronamaatregelen nu van kracht. Dat komt neer op een lockdown. Ook in Wales zijn de teugels weer aangehaald nadat de maatregelen rond Kerstavond en Eerste Kerstdag waren versoepeld.,'niveau 4',0.0
"""Ik doe mee omdat ik niet alleen Zuid-Afrika wil helpen, maar de hele wereld,"" zegt Songelwa. ""Ik hoorde de oproep op het nieuws en dacht 'waarom niet?'."" Songelwa is werkloos. Dat hij zo'n 20 euro vergoeding per bezoek krijgt, helpt ook. ""Maar dat was niet de voornaamste reden."" Wel weet hij al wat hij vandaag gaat kopen met de voucher die hij krijgt: zes kilo kip voor zijn moeder, want haar koelkast is leeg.",'waarom niet?',0.0
"Hoewel het met de jaarwisseling druk is, was de rest van het jaar erg rustig. ""In de zomervakantie ging het nog wel, mensen gingen toen nog op vakantie. Maar vanaf de herfstvakantie werd het al minder. Na de komst van de tweede lockdown dachten we echt: 'oh nee'.""",'oh nee',0.0
"Het 'zwartste scenario' dreigt, waarbij het minimumniveau aan zorg niet meer kan worden geleverd. Dat staat in de dringende boodschap van de twee Veiligheidsregio's. Woordvoerders van zowel Groningen als Twente willen niet reageren vóór het Veiligheidsberaad van morgen, waarin het bijstandsverzoek wordt besproken.",'zwartste scenario',0.0
"De NZa stelt tarieven vast voor een gemiddelde patiëntenpopulatie, met makkelijke en moeilijke patiënten. Die laatsten vragen meer aandacht en strengere beveiliging en zijn dus duurder. Inforsa en vergelijkbare klinieken hebben geen gemiddelde patiëntenpopulatie, maar alleen 'dure' patiënten. Ze komen daarom bij lange na niet uit met het NZa-tarief.",'dure',1.0
"Voor het jaaroverzicht van het NOS Jeugdjournaal sprak Lucas van de Meerendonk af met Sarah de Jonge, de 13-jarige 'dochter van'. Want het werk van haar vader had ook impact op het gezin. ""Door de brievenbus krijgen we soms dreigbrieven"", zegt Sarah. ""Of ze sturen plaatjes naar me waarin mijn vader is omgetoverd tot Hitler. Dan denk ik gewoon: jullie kennen mijn vader niet echt.""",'dochter van',0.0
